model_name,batch_size,input_tokens,max_new_tokens,dtype,use_cache,memory_limit_MB,actual_peak_reserved_MB,predicted_peak_reserved_MB,actual_fits,predicted_fits,correct_prediction,dangerous_failure,conservative_failure,outcome
distilgpt2,2,64,64,fp32,True,128,372.0,378.0,False,False,True,False,False,correct
distilgpt2,2,64,64,fp32,True,190,372.0,378.0,False,False,True,False,False,correct
distilgpt2,2,64,64,fp32,True,256,372.0,378.0,False,False,True,False,False,correct
distilgpt2,2,64,64,fp32,True,360,372.0,378.0,False,False,True,False,False,correct
distilgpt2,2,64,64,fp32,True,400,372.0,378.0,True,True,True,False,False,correct
distilgpt2,2,64,64,fp32,True,512,372.0,378.0,True,True,True,False,False,correct
distilgpt2,2,64,64,fp32,True,1024,372.0,378.0,True,True,True,False,False,correct
distilgpt2,2,64,64,fp32,True,2048,372.0,378.0,True,True,True,False,False,correct
distilgpt2,2,64,64,fp32,True,4096,372.0,378.0,True,True,True,False,False,correct
distilgpt2,2,64,64,fp32,True,8192,372.0,378.0,True,True,True,False,False,correct
distilgpt2,4,64,64,fp32,True,16,396.0,386.0,False,False,True,False,False,correct
distilgpt2,4,64,64,fp32,True,24,396.0,386.0,False,False,True,False,False,correct
distilgpt2,4,64,64,fp32,True,26,396.0,386.0,False,False,True,False,False,correct
distilgpt2,4,64,64,fp32,True,32,396.0,386.0,False,False,True,False,False,correct
distilgpt2,4,64,64,fp32,True,64,396.0,386.0,False,False,True,False,False,correct
distilgpt2,4,64,64,fp32,True,128,396.0,386.0,False,False,True,False,False,correct
distilgpt2,4,64,64,fp32,True,190,396.0,386.0,False,False,True,False,False,correct
distilgpt2,4,64,64,fp32,True,256,396.0,386.0,False,False,True,False,False,correct
distilgpt2,4,64,64,fp32,True,360,396.0,386.0,False,False,True,False,False,correct
distilgpt2,4,64,64,fp32,True,400,396.0,386.0,True,True,True,False,False,correct
distilgpt2,4,64,64,fp32,True,512,396.0,386.0,True,True,True,False,False,correct
distilgpt2,4,64,64,fp32,True,1024,396.0,386.0,True,True,True,False,False,correct
distilgpt2,4,64,64,fp32,True,2048,396.0,386.0,True,True,True,False,False,correct
distilgpt2,4,64,64,fp32,True,4096,396.0,386.0,True,True,True,False,False,correct
distilgpt2,4,64,64,fp32,True,8192,396.0,386.0,True,True,True,False,False,correct
distilgpt2,8,64,64,fp32,True,16,416.0,404.0,False,False,True,False,False,correct
distilgpt2,8,64,64,fp32,True,24,416.0,404.0,False,False,True,False,False,correct
distilgpt2,8,64,64,fp32,True,26,416.0,404.0,False,False,True,False,False,correct
distilgpt2,8,64,64,fp32,True,32,416.0,404.0,False,False,True,False,False,correct
distilgpt2,8,64,64,fp32,True,64,416.0,404.0,False,False,True,False,False,correct
distilgpt2,8,64,64,fp32,True,128,416.0,404.0,False,False,True,False,False,correct
distilgpt2,8,64,64,fp32,True,190,416.0,404.0,False,False,True,False,False,correct
distilgpt2,8,64,64,fp32,True,256,416.0,404.0,False,False,True,False,False,correct
distilgpt2,8,64,64,fp32,True,360,416.0,404.0,False,False,True,False,False,correct
distilgpt2,8,64,64,fp32,True,400,416.0,404.0,False,False,True,False,False,correct
distilgpt2,8,64,64,fp32,True,512,416.0,404.0,True,True,True,False,False,correct
distilgpt2,8,64,64,fp32,True,1024,416.0,404.0,True,True,True,False,False,correct
distilgpt2,8,64,64,fp32,True,2048,416.0,404.0,True,True,True,False,False,correct
distilgpt2,8,64,64,fp32,True,4096,416.0,404.0,True,True,True,False,False,correct
distilgpt2,8,64,64,fp32,True,8192,416.0,404.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,16,372.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,24,372.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,26,372.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,32,372.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,64,372.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,128,372.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,190,372.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,256,372.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,360,372.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,400,372.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,512,372.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,1024,372.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,2048,372.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,4096,372.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,8192,372.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,16,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,24,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,26,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,32,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,64,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,128,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,190,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,256,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,360,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,400,374.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,512,374.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,1024,374.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,2048,374.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,4096,374.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,8192,374.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,16,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,24,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,26,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,32,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,64,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,128,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,190,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,256,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,360,374.0,374.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp32,True,400,374.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,512,374.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,1024,374.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,2048,374.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,4096,374.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp32,True,8192,374.0,374.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,16,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,24,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,26,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,32,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,64,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,128,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,190,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,256,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,360,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,400,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,512,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,1024,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,2048,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,4096,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,8192,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,16,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,24,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,26,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,32,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,64,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,128,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,190,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,256,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,360,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,400,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,512,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,1024,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,2048,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,4096,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,8192,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,16,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,24,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,26,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,32,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,64,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,128,190.0,188.0,False,False,True,False,False,correct
distilgpt2,1,128,128,fp16,True,190,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,256,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,360,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,400,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,512,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,1024,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,2048,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,4096,190.0,188.0,True,True,True,False,False,correct
distilgpt2,1,128,128,fp16,True,8192,190.0,188.0,True,True,True,False,False,correct
